nome,nome_pesquisa,nome_social,nome_social_pesquisa,nascimento,cpf,rg,data_emissao,orgao_emissor,uf_emissao,filiacao,escolaridade,email,telefone,celular,cep,rua,numero,complemento,bairro,cidade,uf,pcd,ps,ja_sorteado,id_turma
Anthony Gabriel Duarte,ANTHONY GABRIEL DUARTE,,,1969-11-17,46512584929,941143642,1997-01-31,OAB,RJ,Sra. Maria Clara Gonçalves,6,caldeiramaria@example.com,0300 596 9126,+55 00 9 8167-1840,32390-764,Viaduto Aragão,83,,Lagoa,da Costa,MG,False,False,False,1
Sr. Dom Fonseca,SR. DOM FONSECA,,,2001-12-29,28302464201,,,,,Alícia da Paz,2,gmacedo@example.com,31 4726-5872,+55 (081) 99477-5812,44748131,Vale Garcia,2,,Juliana,Carvalho de Rios,RS,False,False,False,1
Apollo Martins,APOLLO MARTINS,,,1980-09-11,74336032637,465160828,2005-07-27,DETRAN,PR,Asafe Araújo,4,diogo94@example.com,61 1629-4583,+55 (84) 93751-2461,67933-533,Ladeira Melo,886,,Jardim São José,Barros das Pedras,SP,False,False,False,1
João Guilherme Pires,JOÃO GUILHERME PIRES,,,1990-11-16,92522645315,689512802,2004-02-20,IFP,RJ,Joana Fogaça,2,kcamargo@example.com,0300 942 4350,+55 (67) 9 0399-0286,25513-888,Trevo de Albuquerque,43,,Apolonia,Lopes,RS,False,False,False,1
Ana Carolina Mendes,ANA CAROLINA MENDES,,,2010-09-30,86379402853,349415147,2002-08-28,IFP,RS,Enzo Gabriel da Costa,5,levi94@example.com,(051) 6618-9164,+55 69 94907 5923,61577-680,Travessa Otto Camargo,593,,Acaba Mundo,Carvalho,RJ,False,True,False,1
Benicio Cunha,BENICIO CUNHA,,,2002-08-25,40108898024,358578694,1999-02-01,IFP,MG,Emanuel Rocha,4,tsilva@example.com,(011) 0888 3886,+55 (27) 9 8758-9276,98121079,Distrito Vitor Gabriel Nunes,9,,Tiradentes,Leão,SP,False,False,False,1
Sabrina Nogueira,SABRINA NOGUEIRA,,,1985-07-28,78593340385,927703616,2004-08-25,OAB,SP,João Lucas Cardoso,7,dmacedo@example.com,31 4165 9029,+55 16 93806-6977,45271790,Praia de Vargas,840,,Santa Helena,Rezende Grande,RS,False,False,False,1
Srta. Luana Azevedo,SRTA. LUANA AZEVEDO,,,1973-09-08,60286210304,311443554,2004-01-07,DETRAN,RS,Dr. Juan Martins,7,calebpires@example.net,84 9495 0044,+55 (20) 9 9835-4177,66888-724,Favela Rodrigo Nunes,41,,Luxemburgo,Cunha,MG,False,True,False,1
Nicole Souza,NICOLE SOUZA,,,1989-05-11,68778640938,503401539,1999-06-04,SSP,SP,Sra. Ana Vitória Aragão,3,hda-rosa@example.org,(031) 3775 4885,+55 99 9 7431 6137,02874167,Fazenda Gael Henrique Fogaça,27,,Leonina,Peixoto de Leão,RJ,False,False,False,1
Cauã Almeida,CAUÃ ALMEIDA,,,1948-05-15,88756016310,294110851,2005-07-25,IFP,PR,Yasmin Aparecida,5,nicole67@example.org,+55 51 5637 8836,+55 (23) 9 7440 6578,08118711,Avenida Duarte,78,,Jardim São José,Pimenta,RS,False,False,False,1
Maria Isis Borges,MARIA ISIS BORGES,,,1967-05-06,26247187700,,,,,Sabrina Monteiro,5,icamargo@example.com,+55 (071) 4906 0233,+55 (35) 9 4489 1223,90851-706,Passarela Caleb Camargo,28,,Padre Eustáquio,da Conceição do Norte,PR,True,False,False,2
Sr. Igor Peixoto,SR. IGOR PEIXOTO,,,1959-09-03,40410724920,,,,,Sr. Augusto Siqueira,3,oalves@example.net,(041) 6805 0264,+55 95 91520 4061,65373-373,Condomínio Hellena Barbosa,37,,Concórdia,Moreira,RJ,False,True,False,2
Emanuel Guerra,EMANUEL GUERRA,,,1947-03-21,89051921306,725048465,2003-04-02,IFP,RJ,Leonardo Porto,3,manuella75@example.org,+55 11 3579 4173,+55 (097) 95434-2136,24584086,Sítio de Abreu,70,,Conjunto Novo Dom Bosco,Correia,SP,True,False,False,2
Antonella da Rocha,ANTONELLA DA ROCHA,,,1952-08-07,04269096667,839498835,1995-04-15,OAB,MG,Rhavi Santos,6,manuellacassiano@example.com,(061) 9493-2981,+55 (084) 97428 6658,13385389,Ladeira Sophie Melo,31,,Jatobá,Cardoso Grande,RJ,False,False,False,2
Sr. Vinicius Silveira,SR. VINICIUS SILVEIRA,,,1956-09-14,32061549012,,,,,Luiz Henrique Pacheco,4,xsousa@example.net,+55 81 3185 6153,+55 93 96808 3621,70199-300,Avenida Campos,13,,Vila Piratininga,Sampaio das Pedras,RJ,False,False,False,2
Dr. Liam da Rosa,DR. LIAM DA ROSA,,,1997-10-30,98452590733,,,,,Isis Santos,7,luiz-henrique01@example.org,11 4050 3617,+55 (046) 94373 5274,22526-812,Estação de Fogaça,94,,São Geraldo,Castro do Galho,MG,True,False,False,2
Ana Júlia Melo,ANA JÚLIA MELO,,,1981-09-18,75788765110,230815202,2003-03-13,DETRAN,PR,Dra. Hellena Martins,3,emanuel31@example.com,81 5237-1485,+55 (78) 97327 0948,72307-370,Lago de Aragão,206,,Barão Homem De Melo 3ª Seção,Câmara de Martins,SP,True,True,False,2
Srta. Maria Araújo,SRTA. MARIA ARAÚJO,,,2000-04-20,88652647054,681956230,2003-08-15,DETRAN,RS,Maya Peixoto,3,andradeisabela@example.org,+55 71 6502 9628,+55 72 9 7217 2900,81058204,Vila Raul Pastor,3,,Aparecida 7ª Seção,Freitas de Porto,SP,False,False,False,2
Helena Barros,HELENA BARROS,,,1967-12-13,93596200768,848185278,1996-02-25,SSP,PR,Luiz Miguel Pacheco,2,antonella11@example.com,(084) 1350-7448,+55 (50) 95001-7127,77926498,Fazenda Luísa Lima,298,,Vila Tirol,Moraes,SP,False,True,False,2
Srta. Eduarda Garcia,SRTA. EDUARDA GARCIA,,,1945-10-24,57225219650,918907989,2001-11-26,SSP,PR,Yasmin Almeida,7,pgomes@example.com,41 7676-0248,+55 (015) 91121-0880,30614987,Residencial Cavalcante,977,,Cidade Nova,Camargo da Serra,SP,False,False,False,2
Maria Alice Teixeira,MARIA ALICE TEIXEIRA,,,2009-07-10,41729603599,,,,,Sr. Yan Monteiro,4,maria-luisada-costa@example.com,0300 083 6064,+55 (16) 9 2068 3515,50000-449,Travessa Monteiro,18,,Pindorama,Rezende de Guerra,MG,False,False,False,2
Apollo da Cruz,APOLLO DA CRUZ,,,2012-03-06,40007251734,901500210,2005-09-15,DETRAN,PR,Brayan Mendes,6,larissacaldeira@example.com,(081) 1374 8024,+55 93 92371-9865,70920921,Trecho de da Conceição,14,,Floresta,Macedo do Oeste,SP,False,False,False,2
Nina Sá,NINA SÁ,Maria Vitória Lima,MARIA VITÓRIA LIMA,1946-06-14,63101878993,283418794,1995-04-12,SSP,SP,Dra. Lara Porto,6,eloah76@example.net,0500 833 6791,+55 57 9 2144-4676,46999-562,Área de Cunha,12,,Conjunto Novo Dom Bosco,Siqueira do Oeste,MG,False,False,False,2
Diogo da Rocha,DIOGO DA ROCHA,,,2006-10-07,59251297924,112551503,2000-11-22,DETRAN,RS,Davi Lucas Gomes,3,da-rosaamanda@example.com,71 6111-2113,+55 17 9 7859 0905,36389572,Viaduto Lopes,26,,Boa Esperança,Lopes,PR,False,False,False,2
Evelyn Dias,EVELYN DIAS,,,1949-09-24,85862315330,967246342,2001-11-08,OAB,SP,Emilly Sampaio,3,pda-luz@example.org,(021) 7579-7088,+55 19 9 3176 0139,03833281,Largo Arthur Gabriel Teixeira,587,,Vila Cemig,da Conceição,RS,False,False,False,2
Davi Miguel Costela,DAVI MIGUEL COSTELA,,,1964-10-04,74190247588,514460599,2000-01-05,DETRAN,RJ,Dr. Matteo Melo,2,davi-luiznogueira@example.com,+55 (021) 7047 8780,+55 51 9 4802-7914,58321162,Vila Moura,7,,Conjunto Capitão Eduardo,Aragão,PR,False,False,False,2
Isaque Pacheco,ISAQUE PACHECO,Bárbara Rocha,BÁRBARA ROCHA,1965-06-05,34681913596,990144498,2003-07-17,SSP,RS,Pedro Henrique Ferreira,7,leticiarodrigues@example.net,31 8143 7276,+55 (066) 90900 0391,80084-277,Residencial de Câmara,93,,Santa Rita De Cássia,da Luz de Correia,RJ,False,False,False,2
Sophia Cavalcante,SOPHIA CAVALCANTE,Maitê Teixeira,MAITÊ TEIXEIRA,1965-03-07,21742414982,670320341,1999-05-03,DETRAN,MG,Pedro Lucas Monteiro,6,novaisesther@example.org,(071) 1763 2793,+55 (84) 94765 8750,16831-617,Conjunto da Paz,70,,Aparecida 7ª Seção,Câmara,RS,False,False,False,2
Gael Albuquerque,GAEL ALBUQUERQUE,,,1945-07-09,15120620493,174986551,2003-03-10,SSP,RS,Ana Vitória Pereira,5,carvalhomanuela@example.org,(081) 7475-0308,+55 (65) 9 5346 2557,51621-742,Colônia Jade Cunha,646,,Parque São José,Nunes da Mata,SP,False,False,False,2
Enzo Vieira,ENZO VIEIRA,,,1945-08-25,52312928779,523411893,2000-04-23,IFP,SP,Maria Sophia Vasconcelos,5,kevincampos@example.com,+55 (041) 6479-6535,+55 (74) 97394 0017,81759830,Setor Azevedo,496,,Santa Tereza,da Rocha,SP,False,False,False,2
Olivia Câmara,OLIVIA CÂMARA,,,1977-05-26,30242954456,837385046,2006-01-26,SSP,SP,Alana Montenegro,4,fernandada-cruz@example.net,+55 81 3234-6263,+55 (11) 9 5339-3000,98849553,Via de Sousa,50,,Jardinópolis,Sá de Minas,RS,False,False,False,2
Anthony Martins,ANTHONY MARTINS,Rael da Mata,RAEL DA MATA,1967-03-19,81422966240,424693465,1998-01-07,IFP,SP,Davi Lucas da Luz,2,cunhanathan@example.org,+55 84 3009-8318,+55 (84) 95870-8031,00062533,Chácara Nascimento,37,,Vila Maloca,Lopes,PR,False,False,False,2
Alana Aragão,ALANA ARAGÃO,,,1980-06-06,96446548460,915394173,2003-06-01,DETRAN,RJ,Leonardo Melo,2,zmartins@example.net,+55 71 5552 7522,+55 (16) 95946-9325,47379-786,Viela de da Conceição,25,,Mariquinhas,Ramos da Mata,SP,False,True,False,2
Antônio Fogaça,ANTÔNIO FOGAÇA,,,1979-10-12,90390974536,301704539,2004-11-27,OAB,PR,Danilo Casa Grande,7,cavalcanteguilherme@example.com,(021) 5522-7200,+55 (054) 91453-2154,90790046,Recanto Sabrina Teixeira,63,,Marmiteiros,Cavalcanti,RJ,True,False,False,2
Bryan Mendes,BRYAN MENDES,Maria Liz Câmara,MARIA LIZ CÂMARA,1959-04-27,86269458765,986537186,2005-07-26,DETRAN,MG,Rodrigo Monteiro,3,mariaholiveira@example.com,61 7754-7711,+55 42 9 4067-5978,29063350,Estação Costela,8,,Santa Rita,da Conceição,MG,True,False,False,2
Felipe Lima,FELIPE LIMA,,,1969-12-17,41427868573,,,,,Maria Vitória Souza,7,leandro45@example.org,(081) 5302 1794,+55 68 99306-2828,53922-681,Passarela Cavalcante,8,,Itapoa,Ramos da Prata,MG,False,True,False,2
Samuel Machado,SAMUEL MACHADO,,,1987-04-07,13009824629,655101687,2002-09-25,SSP,SP,Anthony Mendes,3,cunhalucca@example.org,(011) 6203 6427,+55 (016) 96385-3101,67086-348,Praia Bernardo Melo,82,,Nova America,Vasconcelos do Sul,PR,True,False,False,2
Lara Moraes,LARA MORAES,,,1979-12-20,47903821849,850857898,1994-11-18,SSP,PR,Dr. Benjamim da Luz,2,snovais@example.org,+55 (051) 7078-2071,+55 (36) 9 3960-2339,98615833,Núcleo Heitor Vasconcelos,30,,Nossa Senhora Da Conceição,Santos de Peixoto,MG,False,False,False,2
Paulo Moura,PAULO MOURA,,,1998-10-09,57533955463,816541270,2002-04-20,IFP,RJ,Gael Henrique Silva,4,halmeida@example.com,51 1271 2098,+55 68 9 2296-7814,81670531,Pátio de da Cruz,48,,Jatobá,Vasconcelos de Farias,RS,True,False,False,2
Thiago Gonçalves,THIAGO GONÇALVES,,,1977-12-18,41089139063,,,,,Valentim Castro,6,emanuelcavalcanti@example.org,0500-980-6590,+55 (28) 9 8703 4627,42906-953,Viaduto de Nunes,35,,Vila Boa Vista,Sousa de Silveira,SP,True,False,False,2
Ana Marques,ANA MARQUES,,,1993-02-20,15019499773,,,,,Breno Abreu,4,ravy09@example.org,71 2452 7132,+55 (87) 9 9019-0443,79218-706,Pátio Theodoro da Costa,19,,Unidas,Vargas do Campo,PR,True,False,False,2
Sra. Amanda Casa Grande,SRA. AMANDA CASA GRANDE,,,1952-03-13,30573307032,,,,,Isabelly Ribeiro,6,imelo@example.net,+55 (081) 5154-6418,+55 (83) 9 4209-8091,02249-120,Ladeira de Barbosa,693,,Etelvina Carneiro,Jesus Alegre,MG,False,True,False,2
Davi Miguel da Luz,DAVI MIGUEL DA LUZ,,,1974-10-04,13150590965,190376926,1996-02-21,IFP,PR,Clara Moraes,3,gmelo@example.com,(051) 2626-2924,+55 (043) 94510 8945,60844277,Largo de Dias,89,,Vila Mantiqueira,Moraes de Goiás,PR,False,False,False,2
Sra. Ana Júlia Cavalcanti,SRA. ANA JÚLIA CAVALCANTI,,,1982-01-06,68957462856,176560875,2006-05-13,SSP,RS,Gael da Mata,2,pietrofarias@example.org,84 6332-0862,+55 95 9 2539-9203,34328-587,Vale Matheus Vieira,9,,Vila Olhos D'água,Teixeira Verde,RS,False,False,False,2
Davi Luiz Guerra,DAVI LUIZ GUERRA,Enzo Gomes,ENZO GOMES,1980-09-15,23898393550,622074573,1996-08-30,OAB,RS,Dr. Enzo Gabriel Gomes,7,henry-gabriel01@example.com,(084) 2743-3146,+55 98 9 7789 6650,03771037,Favela de da Luz,52,,Vila Minaslandia,Viana,MG,False,False,False,2
Erick da Rosa,ERICK DA ROSA,,,1944-03-09,90014691400,431510052,1996-09-23,IFP,RS,Fernando Ferreira,2,hvieira@example.com,61 7125-4289,+55 (06) 9 0530-9468,17162-857,Favela de Castro,362,,Vila Cloris,Casa Grande,MG,False,False,False,2
Henrique Lopes,HENRIQUE LOPES,Fernanda Freitas,FERNANDA FREITAS,1962-06-05,74138194304,237492007,1999-03-31,SSP,RS,Ana Luiza Pereira,7,eda-mota@example.org,(061) 5272-0603,+55 (52) 99661-4814,47415-846,Passarela de Gonçalves,52,,Jardim Alvorada,Cavalcante,SP,False,False,False,2
Anna Liz da Rocha,ANNA LIZ DA ROCHA,,,2006-06-16,90265768543,518963909,2002-12-25,DETRAN,PR,Larissa Brito,6,lcamargo@example.com,+55 (051) 3006-4560,+55 (085) 93503-7270,68264-845,Viela Albuquerque,50,,Vila Nova,Nascimento do Norte,MG,True,False,False,2
Ana Sophia Vieira,ANA SOPHIA VIEIRA,,,1945-05-27,54351848359,,,,,Dr. Guilherme Aparecida,4,costeladavi-lucca@example.net,84 6353-7157,+55 (49) 9 4423 5679,54015-986,Parque Vieira,18,,Ernesto Nascimento,Novais da Praia,RJ,True,False,False,2
Arthur Fernandes,ARTHUR FERNANDES,,,1956-12-24,30800514670,499756199,2000-04-29,SSP,MG,Francisco Oliveira,4,alvesalexia@example.com,+55 41 1678 9590,+55 74 9 0595-1596,06518444,Pátio Melo,60,,Conjunto Jardim Filadélfia,Abreu de Goiás,RS,False,False,False,2
Rodrigo Mendes,RODRIGO MENDES,,,1951-11-18,82700073312,593951477,2001-07-10,OAB,RS,Lavínia Silveira,6,theoda-conceicao@example.com,(061) 7791-4331,+55 (71) 97211 8222,32654013,Estrada Marcelo Jesus,9,,São Lucas,Castro,MG,False,False,False,2
Ravy Silva,RAVY SILVA,,,2004-05-13,62344822100,,,,,Heloísa da Costa,3,britokamilly@example.org,+55 (021) 7812-1333,+55 61 9 0270 7746,60686705,Alameda Maria Sophia Cavalcanti,64,,Ambrosina,Rios de da Luz,SP,False,False,False,2
Bianca Viana,BIANCA VIANA,,,1969-02-18,10820755150,367700155,2002-02-02,OAB,SP,Benício Teixeira,6,francisco07@example.com,0500 836 9883,+55 (58) 9 7104 9261,74227-439,Largo Siqueira,60,,Vila São João Batista,Porto da Serra,RS,False,False,False,2
Maria Fernanda Machado,MARIA FERNANDA MACHADO,,,1977-09-20,58744331983,940892277,1995-11-02,SSP,PR,Dom da Rosa,6,eloah67@example.org,+55 (061) 6486-7516,+55 (85) 97663-4528,01465120,Rodovia Martins,192,,Ipiranga,Pimenta de Souza,PR,False,False,False,2
Noah Pereira,NOAH PEREIRA,,,1988-02-01,82292171147,233758090,1999-04-18,SSP,RJ,Luiz Henrique Brito,4,bborges@example.com,(061) 1236 2342,+55 (57) 95786 5814,68339-595,Viela Guerra,68,,Serrano,Moura,SP,False,False,False,2
Carlos Eduardo Cardoso,CARLOS EDUARDO CARDOSO,,,1989-12-27,70493460802,667086814,1996-12-29,SSP,MG,Maria Liz Souza,7,rhavimarques@example.com,+55 (031) 4261 2097,+55 (073) 90713-6908,98643-500,Feira Nunes,23,,Universo,Cunha Paulista,PR,True,False,False,2
Heloísa Vargas,HELOÍSA VARGAS,,,1949-02-14,35805185342,243859404,1999-12-22,SSP,RS,Enzo Gabriel Abreu,7,smarques@example.com,(011) 6765-0503,+55 08 9 1954-0182,67935-642,Vila Lima,1,,Álvaro Camargos,Monteiro da Praia,MG,False,False,False,2
Maria Julia Sampaio,MARIA JULIA SAMPAIO,,,1987-03-29,28800288332,111907240,1998-03-11,OAB,PR,Dr. Pedro Casa Grande,2,pachecoisis@example.com,+55 81 3119-5410,+55 (59) 9 1002 0535,35556581,Sítio Valentina Pastor,83,,Bonfim,Cunha,SP,False,True,False,2
Nicolas Andrade,NICOLAS ANDRADE,,,1968-02-19,57840307604,574890992,2002-06-14,SSP,RS,Liz Borges,3,uramos@example.com,+55 61 5036 6188,+55 59 9 7447-7733,94174-592,Lagoa Cirino,38,,Buritis,Garcia,RJ,True,False,False,2
Alana Guerra,ALANA GUERRA,,,1965-09-26,99932101613,114960743,2006-01-01,DETRAN,MG,Vitor Hugo da Rocha,7,costelalunna@example.com,+55 (051) 0712 9223,+55 (068) 99137-1737,69766392,Ladeira de Mendonça,81,,Marajó,Guerra de Pires,RJ,False,False,False,2
Alexia Moraes,ALEXIA MORAES,,,1988-09-25,82793517950,506301706,2005-12-04,SSP,PR,Aylla Carvalho,4,valentinabrito@example.com,41 6693-9648,+55 (34) 9 8698 0477,98819-773,Residencial Teixeira,38,,Aparecida,Azevedo Alegre,PR,False,False,False,2
Heloisa Marques,HELOISA MARQUES,,,2004-02-10,82679108833,,,,,Matheus Câmara,4,rpastor@example.com,(041) 6551 2447,+55 (62) 9 2368 2236,45921-545,Loteamento de Almeida,36,,Morro Dos Macacos,Campos,MG,False,False,False,2
Cecilia Teixeira,CECILIA TEIXEIRA,,,1950-08-25,94121642970,511945272,1998-06-28,SSP,MG,Luiz Miguel Andrade,7,mmoreira@example.org,(021) 5692 7217,+55 05 93365-6871,19962-824,Sítio Ryan Andrade,8,,Delta,Porto de Ramos,PR,True,False,False,2
Emanuella Mendonça,EMANUELLA MENDONÇA,,,1972-05-27,85370438420,180699682,1999-10-22,IFP,RJ,Breno Macedo,7,enzo-gabriel70@example.org,31 3824-5072,+55 (84) 90093-6188,19309-255,Colônia de da Rocha,39,,Alpes,Cavalcanti dos Dourados,RS,True,False,False,2
Luiz Gustavo Jesus,LUIZ GUSTAVO JESUS,Melissa Guerra,MELISSA GUERRA,1975-12-06,26059531733,663650741,1997-08-01,OAB,SP,Maria Nogueira,3,uazevedo@example.net,+55 61 8643 9383,+55 (002) 91414-1491,56045611,Condomínio de Sousa,1,,São Pedro,Silveira,SP,False,False,False,2
Luigi Almeida,LUIGI ALMEIDA,,,1949-10-22,37524931786,,,,,Ravi Lucca Silveira,4,hgarcia@example.net,+55 71 7665 7851,+55 (38) 9 7142-0772,31249-699,Lagoa de Mendonça,558,,Aparecida,das Neves do Sul,PR,False,False,False,2
Gabriel Garcia,GABRIEL GARCIA,,,1985-10-01,99969688472,113619635,2000-05-27,SSP,RJ,Enzo da Cunha,5,valentinacavalcanti@example.net,0800-710-0926,+55 77 9 1762-9761,04656-355,Campo da Cunha,93,,Vila Trinta E Um De Março,Carvalho de Sampaio,MG,False,False,False,2
Mariana Gomes,MARIANA GOMES,,,1981-11-12,23179896957,,,,,Liam Freitas,7,jcunha@example.net,(081) 7465-5037,+55 50 9 1991-0681,22910-402,Lago de Fonseca,54,,Grota,da Rocha Alegre,PR,False,False,False,2
Mariane Mendes,MARIANE MENDES,João Vitor Costa,JOÃO VITOR COSTA,1957-07-25,85039694245,190586322,2005-05-15,SSP,MG,Alana Pacheco,7,da-cruzvitor-hugo@example.com,(084) 2815-9853,+55 71 9 0879-9771,44162894,Setor Aparecida,7,,Boa Esperança,Azevedo da Praia,PR,True,False,False,2
Alana Correia,ALANA CORREIA,,,1992-12-01,18901504600,458003135,1998-01-27,OAB,MG,Sofia Gonçalves,3,fcamara@example.net,(031) 7901-0357,+55 95 95199-3047,51835012,Alameda de Duarte,302,,Dom Silverio,Rodrigues,SP,False,False,False,2
Valentim Ribeiro,VALENTIM RIBEIRO,,,1966-10-13,16010426804,441078895,1997-11-28,SSP,SP,Nicolas Teixeira,2,bryan11@example.com,+55 (081) 7079 7872,+55 (27) 9 0338 5457,39013476,Colônia Alícia Pimenta,44,,Paraíso,Sampaio,RS,False,False,False,2
Gustavo Moreira,GUSTAVO MOREIRA,,,1959-04-27,37814334209,,,,,Benício Gonçalves,3,maria-fernanda16@example.com,+55 (061) 2159 0245,+55 35 96559-4360,91586-421,Ladeira Cavalcante,1,,Saudade,Ramos,SP,False,False,False,2
Alana Campos,ALANA CAMPOS,,,1974-06-21,76815391825,,,,,Maria Eduarda Porto,2,fonsecacaroline@example.net,+55 (021) 1114 6804,+55 (002) 96721 3902,03144-773,Área Caldeira,97,,Alpes,Cassiano do Campo,RJ,False,False,False,2
Dra. Camila Nunes,DRA. CAMILA NUNES,,,1994-11-26,19180322891,168648514,2005-08-14,DETRAN,PR,Bernardo da Luz,6,lduarte@example.org,+55 51 7560 4329,+55 (82) 91565 7306,54207-676,Condomínio Jesus,84,,Jardim Montanhês,Rezende,MG,False,False,False,2
Mariah Santos,MARIAH SANTOS,,,1967-07-19,43775369902,754995409,2000-08-18,SSP,RS,Sr. Liam Moraes,6,ncosta@example.net,(031) 7614 3243,+55 99 93557 8119,76390016,Viaduto Ayla Rodrigues,67,,Aparecida,Gonçalves,MG,False,False,False,2
Noah Ferreira,NOAH FERREIRA,,,1994-11-06,16605284968,640153566,1998-09-30,DETRAN,RS,Julia da Luz,4,joao-vitor48@example.net,+55 31 7504-5320,+55 (14) 91059 1465,85074-782,Loteamento de Freitas,6,,Buraco Quente,Borges,RJ,True,False,False,2
Aurora Rocha,AURORA ROCHA,,,2004-12-27,35187212834,220265048,2000-05-10,DETRAN,RJ,Hadassa Montenegro,6,renansiqueira@example.com,21 8502-4752,+55 (41) 92004 8934,26756-888,Estação Vinicius Siqueira,8,,Santo Antônio,Ribeiro,MG,False,False,False,2
Benicio Monteiro,BENICIO MONTEIRO,,,1979-09-26,01631802100,909627751,2003-11-28,SSP,RS,Srta. Clarice Caldeira,4,anna-lizvasconcelos@example.net,(084) 1163 2493,+55 03 9 1001-0104,69805641,Residencial Pastor,8,,Jardim Dos Comerciarios,Mendonça de Silva,SP,False,False,False,2
Ana Carolina Vasconcelos,ANA CAROLINA VASCONCELOS,,,1970-05-09,38776427560,322199153,1995-01-31,IFP,SP,Zoe Nogueira,4,zoenovais@example.net,0300-244-4800,+55 (81) 9 5640-1419,25467562,Vereda da Rocha,11,,Floramar,Cirino de Cunha,PR,False,False,False,2
Beatriz Leão,BEATRIZ LEÃO,,,2000-05-03,80548692742,504220634,2006-06-16,DETRAN,MG,João Felipe Rocha,4,franciscorezende@example.net,+55 11 4062 7440,+55 (083) 98683-5316,60580654,Passarela Otávio da Cunha,5,,Fernão Dias,Sá,PR,False,False,False,2
Pietra Moreira,PIETRA MOREIRA,,,1945-05-05,28873594441,125020838,2005-03-12,OAB,RJ,André Machado,3,maria-cecilia00@example.org,+55 (061) 0882 2223,+55 (002) 99402-3908,37108105,Avenida Caldeira,88,,Sagrada Família,Machado de Ferreira,RS,False,True,False,2
Rhavi Gomes,RHAVI GOMES,,,1946-10-04,98245014443,,,,,Isabella Camargo,6,jesuseduarda@example.net,(021) 7102-2256,+55 (11) 9 2033 2273,71192407,Distrito Gonçalves,18,,Alta Tensão 2ª Seção,da Mata do Sul,SP,True,False,False,2
Ryan Nogueira,RYAN NOGUEIRA,,,1952-01-07,86642150490,,,,,Nina da Cruz,7,gsouza@example.net,84 4042 9171,+55 94 92158-6764,70816867,Trevo de Barbosa,6,,Custodinha,Melo Alegre,RS,False,False,False,2
José Miguel Cavalcante,JOSÉ MIGUEL CAVALCANTE,,,1944-07-26,50481692126,369992498,1994-07-27,SSP,SP,Thomas Andrade,4,costaalexia@example.com,84 6687 8355,+55 (08) 9 0405 5864,00200335,Sítio de da Conceição,6,,São Benedito,Guerra das Flores,PR,False,False,False,2
Isabella Moura,ISABELLA MOURA,,,1971-11-04,37174097197,,,,,André da Rosa,6,arthur-miguel55@example.org,81 3981 3152,+55 (78) 98607-7035,64687021,Loteamento de Novais,2,,Savassi,Fernandes da Praia,SP,False,False,False,2
Valentina Siqueira,VALENTINA SIQUEIRA,Breno Alves,BRENO ALVES,1961-12-15,97685923629,520951480,2000-09-30,SSP,PR,Dom Sá,2,emilly56@example.com,+55 61 7201 0750,+55 (51) 9 4803-2916,61736-037,Lagoa Novais,231,,Santo André,Sampaio de Minas,PR,False,False,False,2
Mirella Guerra,MIRELLA GUERRA,,,1971-06-04,54798222097,512700522,1997-03-31,DETRAN,MG,Dra. Manuela Vasconcelos,7,pleao@example.org,+55 (081) 5753-2046,+55 75 9 2130 9096,54081-803,Quadra Melo,269,,Barão Homem De Melo 2ª Seção,da Mata das Pedras,RJ,False,False,False,2
Dr. Leonardo Souza,DR. LEONARDO SOUZA,,,1950-01-07,97105676086,,,,,Ágatha da Paz,4,qcostela@example.com,(021) 6405-6723,+55 (42) 96161-8340,44841253,Vila de Abreu,18,,Padre Eustáquio,Moreira do Galho,RJ,False,False,False,2
Levi Costela,LEVI COSTELA,,,1976-06-09,83089635607,647325897,1998-10-23,SSP,PR,Nathan da Rocha,2,joao-pedroda-luz@example.org,(051) 3126-1111,+55 (98) 9 8017-8003,26974374,Colônia Ana Carolina Sampaio,79,,São José,Nunes Verde,PR,False,False,False,2
Carolina Nascimento,CAROLINA NASCIMENTO,,,1990-06-19,50945603444,974824279,2004-10-03,IFP,RS,Carlos Eduardo Campos,6,agathaborges@example.org,+55 (051) 7914 4514,+55 (091) 90969 8196,54165179,Residencial Benício Moreira,67,,Teixeira Dias,Aragão de Costela,SP,False,False,False,2
